id,time,city,job,number_employees,major,level
6355,1677190546000,Hồ Chí Minh,ReactJs,2,Công nghệ thông tin,intern
6356,1693607096000,Hà Nội,Data Scientist,1,Công nghệ thông tin,junior
6357,1701338721000,Hà Nội,Backend Developer,2,Công nghệ thông tin,middle
6358,1678216961000,Hà Nội,Frontend Developer,2,Công nghệ thông tin,junior
6359,1712521511000,Đà Nẵng,DevOps Engineer,3,Công nghệ thông tin,middle
6360,1707919487000,Hồ Chí Minh,Frontend Developer,1,Công nghệ thông tin,senior
6361,1679455890000,Đà Nẵng,NodeJs,1,Công nghệ thông tin,senior
6362,1716327992000,Hà Nội,Python Developer,2,Công nghệ thông tin,fresher
6363,1715746797000,Đà Nẵng,NodeJs,3,Công nghệ thông tin,intern
6364,1675809407000,Hà Nội,Backend Developer,3,Công nghệ thông tin,fresher
6365,1712804332000,Hà Nội,DevOps Engineer,3,Công nghệ thông tin,junior
6366,1676462793000,Đà Nẵng,Python Developer,2,Công nghệ thông tin,fresher
6367,1700948158000,Hồ Chí Minh,Backend Developer,1,Công nghệ thông tin,middle
6368,1714076482000,Đà Nẵng,Java Developer,1,Công nghệ thông tin,junior
6369,1684460067000,Đà Nẵng,Data Scientist,2,Công nghệ thông tin,fresher
6370,1692151088000,Đà Nẵng,DevOps Engineer,3,Công nghệ thông tin,intern
6371,1691532518000,Đà Nẵng,DevOps Engineer,2,Công nghệ thông tin,intern
6372,1681992266000,Đà Nẵng,Frontend Developer,3,Công nghệ thông tin,fresher
6373,1714247596000,Hà Nội,Python Developer,3,Công nghệ thông tin,middle
6374,1684613275000,Hà Nội,DevOps Engineer,1,Công nghệ thông tin,middle
6375,1699374250000,Hà Nội,Backend Developer,1,Công nghệ thông tin,senior
6376,1704138252000,Đà Nẵng,ReactJs,2,Công nghệ thông tin,intern
6377,1705442522000,Đà Nẵng,Backend Developer,3,Công nghệ thông tin,middle
6378,1675939017000,Hồ Chí Minh,DevOps Engineer,1,Công nghệ thông tin,fresher
6379,1706893535000,Đà Nẵng,Java Developer,2,Công nghệ thông tin,middle
6380,1692599217000,Hà Nội,Data Scientist,2,Công nghệ thông tin,middle
6381,1683678665000,Đà Nẵng,ReactJs,3,Công nghệ thông tin,fresher
6382,1690862782000,Hà Nội,Java Developer,3,Công nghệ thông tin,junior
6383,1674660863000,Đà Nẵng,Java Developer,3,Công nghệ thông tin,senior
6384,1678792364000,Hồ Chí Minh,Data Scientist,1,Công nghệ thông tin,junior
6385,1681616911000,Hà Nội,Java Developer,2,Công nghệ thông tin,junior
6386,1710006723000,Hà Nội,Java Developer,2,Công nghệ thông tin,fresher
6387,1682473065000,Đà Nẵng,Frontend Developer,1,Công nghệ thông tin,middle
6388,1680785113000,Hà Nội,ReactJs,2,Công nghệ thông tin,junior
6389,1708827289000,Hồ Chí Minh,Backend Developer,3,Công nghệ thông tin,middle
6390,1686890264000,Hồ Chí Minh,DevOps Engineer,2,Công nghệ thông tin,middle
6391,1687889509000,Hồ Chí Minh,Backend Developer,2,Công nghệ thông tin,senior
6392,1680671914000,Đà Nẵng,Data Scientist,3,Công nghệ thông tin,intern
6393,1701576170000,Đà Nẵng,DevOps Engineer,3,Công nghệ thông tin,senior
6394,1713726706000,Đà Nẵng,NodeJs,1,Công nghệ thông tin,senior
6395,1677409853000,Đà Nẵng,DevOps Engineer,3,Công nghệ thông tin,fresher
6396,1673806441000,Hà Nội,ReactJs,2,Công nghệ thông tin,senior
6397,1680140863000,Đà Nẵng,ReactJs,2,Công nghệ thông tin,middle
6398,1715144353000,Đà Nẵng,Data Scientist,3,Công nghệ thông tin,middle
6399,1674167856000,Hà Nội,ReactJs,3,Công nghệ thông tin,senior
6400,1672555056000,Đà Nẵng,Python Developer,2,Công nghệ thông tin,senior
6401,1701294755000,Đà Nẵng,Python Developer,1,Công nghệ thông tin,senior
6402,1690511791000,Đà Nẵng,Data Scientist,1,Công nghệ thông tin,senior
6403,1704772824000,Hà Nội,DevOps Engineer,2,Công nghệ thông tin,junior
6404,1678815483000,Hồ Chí Minh,Python Developer,3,Công nghệ thông tin,junior
6405,1687545626000,Hà Nội,ReactJs,1,Công nghệ thông tin,middle
6406,1695662095000,Hà Nội,DevOps Engineer,2,Công nghệ thông tin,intern
6407,1688340398000,Hà Nội,NodeJs,2,Công nghệ thông tin,senior
6408,1677053243000,Đà Nẵng,Java Developer,1,Công nghệ thông tin,middle
6409,1715823377000,Hồ Chí Minh,ReactJs,2,Công nghệ thông tin,middle
6410,1708173825000,Hà Nội,DevOps Engineer,2,Công nghệ thông tin,junior
6411,1695687967000,Đà Nẵng,Frontend Developer,2,Công nghệ thông tin,fresher
6412,1686486327000,Hà Nội,ReactJs,3,Công nghệ thông tin,intern
6413,1696314359000,Đà Nẵng,Java Developer,3,Công nghệ thông tin,middle
6414,1679034126000,Hà Nội,ReactJs,3,Công nghệ thông tin,fresher
6415,1705992341000,Đà Nẵng,Frontend Developer,2,Công nghệ thông tin,middle
6416,1693342483000,Hồ Chí Minh,Java Developer,3,Công nghệ thông tin,senior
6417,1691609024000,Hồ Chí Minh,Java Developer,2,Công nghệ thông tin,senior
6418,1702499814000,Hồ Chí Minh,DevOps Engineer,1,Công nghệ thông tin,fresher
6419,1685797280000,Hồ Chí Minh,Backend Developer,1,Công nghệ thông tin,junior
6420,1715144065000,Đà Nẵng,Java Developer,3,Công nghệ thông tin,fresher
6421,1703766923000,Hồ Chí Minh,Java Developer,3,Công nghệ thông tin,junior
6422,1695347642000,Đà Nẵng,Java Developer,3,Công nghệ thông tin,senior
6423,1716056897000,Hồ Chí Minh,Python Developer,1,Công nghệ thông tin,junior
6424,1684772417000,Hà Nội,Backend Developer,1,Công nghệ thông tin,senior
6425,1716808818000,Đà Nẵng,DevOps Engineer,3,Công nghệ thông tin,intern
6426,1700795410000,Hồ Chí Minh,Backend Developer,1,Công nghệ thông tin,senior
6427,1699048807000,Hà Nội,Backend Developer,1,Công nghệ thông tin,fresher
6428,1714191574000,Đà Nẵng,Data Scientist,3,Công nghệ thông tin,middle
6429,1691315090000,Đà Nẵng,Data Scientist,2,Công nghệ thông tin,senior
6430,1711843252000,Hà Nội,Java Developer,1,Công nghệ thông tin,middle
6431,1692630869000,Hồ Chí Minh,Data Scientist,2,Công nghệ thông tin,fresher
6432,1678749294000,Đà Nẵng,Python Developer,3,Công nghệ thông tin,fresher
6433,1697649072000,Đà Nẵng,NodeJs,2,Công nghệ thông tin,fresher
6434,1679181351000,Hồ Chí Minh,NodeJs,1,Công nghệ thông tin,intern
6435,1702131060000,Đà Nẵng,ReactJs,1,Công nghệ thông tin,junior
6436,1673713591000,Hồ Chí Minh,Backend Developer,2,Công nghệ thông tin,intern
6437,1676994593000,Hồ Chí Minh,Frontend Developer,2,Công nghệ thông tin,senior
6438,1688570108000,Đà Nẵng,Python Developer,2,Công nghệ thông tin,fresher
6439,1693256268000,Đà Nẵng,Data Scientist,3,Công nghệ thông tin,intern
6440,1684518932000,Đà Nẵng,NodeJs,1,Công nghệ thông tin,fresher
6441,1688210519000,Hà Nội,DevOps Engineer,1,Công nghệ thông tin,junior
6442,1672577222000,Hà Nội,Backend Developer,1,Công nghệ thông tin,fresher
6443,1673147650000,Đà Nẵng,ReactJs,3,Công nghệ thông tin,senior
6444,1705396312000,Hồ Chí Minh,DevOps Engineer,3,Công nghệ thông tin,intern
6445,1697954593000,Hồ Chí Minh,Backend Developer,1,Công nghệ thông tin,junior
6446,1690198113000,Đà Nẵng,ReactJs,3,Công nghệ thông tin,senior
6447,1715784649000,Hà Nội,DevOps Engineer,2,Công nghệ thông tin,junior
6448,1675535700000,Hồ Chí Minh,DevOps Engineer,1,Công nghệ thông tin,fresher
6449,1678835571000,Hồ Chí Minh,Java Developer,1,Công nghệ thông tin,intern
6450,1694614751000,Hồ Chí Minh,DevOps Engineer,2,Công nghệ thông tin,junior
6451,1701334516000,Đà Nẵng,Frontend Developer,3,Công nghệ thông tin,intern
6452,1714022431000,Hồ Chí Minh,ReactJs,1,Công nghệ thông tin,intern
6453,1678574710000,Hồ Chí Minh,DevOps Engineer,2,Công nghệ thông tin,intern
6454,1702323502000,Hà Nội,Python Developer,3,Công nghệ thông tin,intern
6455,1686651657000,Hồ Chí Minh,Python Developer,2,Công nghệ thông tin,intern
6456,1699423440000,Hà Nội,Python Developer,3,Công nghệ thông tin,junior
6457,1679728194000,Hồ Chí Minh,Python Developer,1,Công nghệ thông tin,junior
6458,1687979034000,Đà Nẵng,Backend Developer,3,Công nghệ thông tin,junior
6459,1700475142000,Hà Nội,Java Developer,1,Công nghệ thông tin,junior
6460,1686958918000,Đà Nẵng,Backend Developer,1,Công nghệ thông tin,senior
6461,1675409100000,Hà Nội,Data Scientist,2,Công nghệ thông tin,junior
6462,1674224701000,Đà Nẵng,Python Developer,2,Công nghệ thông tin,senior
6463,1677109599000,Đà Nẵng,Backend Developer,1,Công nghệ thông tin,middle
6464,1692599095000,Hồ Chí Minh,Python Developer,1,Công nghệ thông tin,intern
6465,1702665078000,Đà Nẵng,ReactJs,1,Công nghệ thông tin,intern
6466,1710776120000,Hồ Chí Minh,DevOps Engineer,2,Công nghệ thông tin,intern
6467,1711904193000,Hồ Chí Minh,Backend Developer,3,Công nghệ thông tin,middle
6468,1691454780000,Hồ Chí Minh,Data Scientist,3,Công nghệ thông tin,middle
6469,1684046473000,Hà Nội,Java Developer,1,Công nghệ thông tin,intern
6470,1690868865000,Hà Nội,DevOps Engineer,3,Công nghệ thông tin,middle
6471,1681358685000,Hồ Chí Minh,Java Developer,1,Công nghệ thông tin,senior
6472,1702055334000,Đà Nẵng,ReactJs,3,Công nghệ thông tin,senior
6473,1674149098000,Đà Nẵng,Python Developer,3,Công nghệ thông tin,fresher
6474,1682342224000,Đà Nẵng,Frontend Developer,2,Công nghệ thông tin,senior
6475,1706920057000,Hồ Chí Minh,NodeJs,2,Công nghệ thông tin,senior
6476,1679967942000,Hồ Chí Minh,Java Developer,2,Công nghệ thông tin,senior
6477,1687406621000,Đà Nẵng,Data Scientist,3,Công nghệ thông tin,senior
6478,1707696683000,Hà Nội,DevOps Engineer,1,Công nghệ thông tin,middle
6479,1680782145000,Hồ Chí Minh,Data Scientist,2,Công nghệ thông tin,senior
6480,1678582737000,Hà Nội,Backend Developer,3,Công nghệ thông tin,senior
6481,1689243033000,Đà Nẵng,Java Developer,1,Công nghệ thông tin,junior
6482,1703694180000,Hà Nội,Backend Developer,1,Công nghệ thông tin,fresher
6483,1681687050000,Hà Nội,Data Scientist,3,Công nghệ thông tin,middle
6484,1692102928000,Hà Nội,DevOps Engineer,3,Công nghệ thông tin,intern
6485,1705160348000,Hà Nội,ReactJs,3,Công nghệ thông tin,senior
6486,1681472064000,Đà Nẵng,NodeJs,2,Công nghệ thông tin,junior
6487,1701833335000,Hà Nội,Python Developer,2,Công nghệ thông tin,junior
6488,1681087034000,Đà Nẵng,NodeJs,1,Công nghệ thông tin,middle
6489,1695183338000,Đà Nẵng,ReactJs,3,Công nghệ thông tin,fresher
6490,1699322834000,Đà Nẵng,Python Developer,1,Công nghệ thông tin,middle
6491,1691135012000,Hồ Chí Minh,Python Developer,1,Công nghệ thông tin,junior
6492,1679242207000,Đà Nẵng,Java Developer,2,Công nghệ thông tin,senior
6493,1696582730000,Đà Nẵng,Java Developer,3,Công nghệ thông tin,intern
6494,1698600626000,Hồ Chí Minh,Java Developer,3,Công nghệ thông tin,fresher
6495,1693265609000,Hà Nội,Frontend Developer,3,Công nghệ thông tin,fresher
6496,1694867689000,Hồ Chí Minh,Backend Developer,3,Công nghệ thông tin,intern
6497,1710507704000,Hồ Chí Minh,Frontend Developer,3,Công nghệ thông tin,junior
6498,1686407932000,Hồ Chí Minh,Java Developer,2,Công nghệ thông tin,junior
6499,1684435611000,Hồ Chí Minh,NodeJs,1,Công nghệ thông tin,fresher
6500,1702556642000,Hà Nội,ReactJs,3,Công nghệ thông tin,intern
6501,1674457565000,Hà Nội,DevOps Engineer,3,Công nghệ thông tin,intern
6502,1714444208000,Hà Nội,Frontend Developer,2,Công nghệ thông tin,senior
6503,1683068207000,Hà Nội,Python Developer,3,Công nghệ thông tin,middle
6504,1672544987000,Đà Nẵng,DevOps Engineer,3,Công nghệ thông tin,fresher
6505,1686290004000,Đà Nẵng,Java Developer,2,Công nghệ thông tin,fresher
6506,1707727688000,Hà Nội,NodeJs,2,Công nghệ thông tin,middle
6507,1708157961000,Hồ Chí Minh,Java Developer,2,Công nghệ thông tin,junior
6508,1716220967000,Hồ Chí Minh,DevOps Engineer,2,Công nghệ thông tin,junior
6509,1678285373000,Hồ Chí Minh,Python Developer,1,Công nghệ thông tin,middle
6510,1707000242000,Hà Nội,Python Developer,1,Công nghệ thông tin,fresher
6511,1700325976000,Hà Nội,Python Developer,1,Công nghệ thông tin,junior
6512,1683684756000,Đà Nẵng,Frontend Developer,1,Công nghệ thông tin,intern
6513,1680072940000,Hà Nội,Python Developer,1,Công nghệ thông tin,fresher
6514,1691460109000,Hà Nội,NodeJs,3,Công nghệ thông tin,fresher
6515,1698241619000,Đà Nẵng,Backend Developer,3,Công nghệ thông tin,intern
6516,1674691499000,Hà Nội,DevOps Engineer,3,Công nghệ thông tin,junior
6517,1712158317000,Hồ Chí Minh,Java Developer,2,Công nghệ thông tin,middle
6518,1678522643000,Đà Nẵng,Python Developer,2,Công nghệ thông tin,senior
6519,1687474266000,Hồ Chí Minh,Frontend Developer,1,Công nghệ thông tin,senior
6520,1702204031000,Hồ Chí Minh,Python Developer,1,Công nghệ thông tin,middle
6521,1683571357000,Hồ Chí Minh,ReactJs,2,Công nghệ thông tin,middle
6522,1693107140000,Hà Nội,DevOps Engineer,2,Công nghệ thông tin,fresher
6523,1703759534000,Hồ Chí Minh,ReactJs,2,Công nghệ thông tin,middle
6524,1687741270000,Hà Nội,Data Scientist,1,Công nghệ thông tin,fresher
6525,1674461948000,Đà Nẵng,Frontend Developer,3,Công nghệ thông tin,senior
6526,1677066386000,Hồ Chí Minh,Java Developer,1,Công nghệ thông tin,intern
6527,1694164549000,Hà Nội,NodeJs,3,Công nghệ thông tin,middle
6528,1680449311000,Đà Nẵng,Backend Developer,1,Công nghệ thông tin,intern
6529,1716172785000,Đà Nẵng,ReactJs,1,Công nghệ thông tin,fresher
6530,1691504408000,Đà Nẵng,Java Developer,1,Công nghệ thông tin,middle
6531,1684818439000,Đà Nẵng,DevOps Engineer,3,Công nghệ thông tin,junior
6532,1702083124000,Hà Nội,Data Scientist,2,Công nghệ thông tin,middle
6533,1675670092000,Đà Nẵng,Python Developer,2,Công nghệ thông tin,intern
6534,1711285308000,Hồ Chí Minh,Backend Developer,1,Công nghệ thông tin,middle
6535,1693879416000,Hồ Chí Minh,NodeJs,2,Công nghệ thông tin,fresher
6536,1680995546000,Đà Nẵng,Python Developer,1,Công nghệ thông tin,fresher
6537,1714010313000,Hà Nội,NodeJs,1,Công nghệ thông tin,senior
6538,1675099429000,Hà Nội,Data Scientist,1,Công nghệ thông tin,junior
6539,1704814292000,Đà Nẵng,ReactJs,3,Công nghệ thông tin,middle
6540,1674161186000,Hà Nội,Java Developer,3,Công nghệ thông tin,junior
6541,1708604480000,Đà Nẵng,DevOps Engineer,3,Công nghệ thông tin,middle
6542,1691535175000,Hà Nội,Data Scientist,1,Công nghệ thông tin,senior
6543,1679362011000,Hà Nội,Data Scientist,2,Công nghệ thông tin,senior
6544,1678715090000,Hà Nội,ReactJs,3,Công nghệ thông tin,intern
6545,1675854419000,Đà Nẵng,Data Scientist,3,Công nghệ thông tin,senior
6546,1677110607000,Hà Nội,Data Scientist,2,Công nghệ thông tin,middle
6547,1675322339000,Hồ Chí Minh,Data Scientist,3,Công nghệ thông tin,intern
6548,1708310521000,Hồ Chí Minh,Backend Developer,2,Công nghệ thông tin,senior
6549,1713131704000,Hồ Chí Minh,NodeJs,1,Công nghệ thông tin,intern
6550,1704002436000,Hồ Chí Minh,Data Scientist,1,Công nghệ thông tin,intern
6551,1700287741000,Hồ Chí Minh,Frontend Developer,2,Công nghệ thông tin,middle
6552,1711937402000,Đà Nẵng,Java Developer,1,Công nghệ thông tin,junior
6553,1703419153000,Hà Nội,Frontend Developer,1,Công nghệ thông tin,fresher
6554,1713304025000,Hà Nội,Frontend Developer,3,Công nghệ thông tin,intern
6555,1698143248000,Hồ Chí Minh,Python Developer,2,Công nghệ thông tin,senior
6556,1704567284000,Hồ Chí Minh,Frontend Developer,1,Công nghệ thông tin,intern
6557,1688267375000,Hồ Chí Minh,Backend Developer,1,Công nghệ thông tin,junior
6558,1709893418000,Hà Nội,Python Developer,1,Công nghệ thông tin,senior
6559,1680710443000,Hồ Chí Minh,Python Developer,1,Công nghệ thông tin,senior
6560,1685500847000,Đà Nẵng,DevOps Engineer,1,Công nghệ thông tin,junior
6561,1682632056000,Đà Nẵng,Frontend Developer,2,Công nghệ thông tin,fresher
6562,1705036865000,Hồ Chí Minh,Python Developer,3,Công nghệ thông tin,middle
6563,1703034625000,Đà Nẵng,NodeJs,3,Công nghệ thông tin,middle
6564,1699980923000,Hồ Chí Minh,Python Developer,2,Công nghệ thông tin,intern
6565,1708074307000,Hà Nội,NodeJs,1,Công nghệ thông tin,junior
6566,1693609905000,Đà Nẵng,Backend Developer,1,Công nghệ thông tin,fresher
6567,1710842136000,Hà Nội,Backend Developer,2,Công nghệ thông tin,middle
6568,1695605541000,Đà Nẵng,ReactJs,3,Công nghệ thông tin,junior
6569,1681545304000,Hà Nội,DevOps Engineer,3,Công nghệ thông tin,fresher
6570,1674077496000,Đà Nẵng,ReactJs,3,Công nghệ thông tin,middle
6571,1680985020000,Đà Nẵng,Backend Developer,1,Công nghệ thông tin,senior
6572,1692861685000,Hà Nội,Java Developer,1,Công nghệ thông tin,intern
6573,1689914240000,Hà Nội,Frontend Developer,1,Công nghệ thông tin,senior
6574,1676101636000,Hà Nội,DevOps Engineer,3,Công nghệ thông tin,fresher
6575,1702691448000,Hồ Chí Minh,Python Developer,2,Công nghệ thông tin,middle
6576,1674010811000,Hồ Chí Minh,Data Scientist,2,Công nghệ thông tin,senior
6577,1693770475000,Hồ Chí Minh,DevOps Engineer,1,Công nghệ thông tin,junior
6578,1681985172000,Hà Nội,Java Developer,2,Công nghệ thông tin,intern
6579,1683258872000,Đà Nẵng,Python Developer,3,Công nghệ thông tin,senior
6580,1699013667000,Hồ Chí Minh,Frontend Developer,1,Công nghệ thông tin,intern
6581,1691789488000,Đà Nẵng,ReactJs,3,Công nghệ thông tin,junior
6582,1699066535000,Hồ Chí Minh,Frontend Developer,3,Công nghệ thông tin,intern
6583,1686474950000,Đà Nẵng,NodeJs,2,Công nghệ thông tin,senior
6584,1706027684000,Đà Nẵng,Java Developer,3,Công nghệ thông tin,intern
6585,1678798752000,Hà Nội,Python Developer,3,Công nghệ thông tin,fresher
6586,1714132386000,Hà Nội,DevOps Engineer,1,Công nghệ thông tin,intern
6587,1711230091000,Hà Nội,ReactJs,3,Công nghệ thông tin,junior
6588,1679732643000,Hà Nội,Data Scientist,1,Công nghệ thông tin,senior
6589,1691271426000,Hồ Chí Minh,Frontend Developer,2,Công nghệ thông tin,fresher
6590,1697118285000,Hà Nội,NodeJs,3,Công nghệ thông tin,middle
6591,1680866320000,Đà Nẵng,NodeJs,3,Công nghệ thông tin,junior
6592,1685158197000,Hà Nội,DevOps Engineer,2,Công nghệ thông tin,fresher
6593,1695834770000,Hồ Chí Minh,Java Developer,1,Công nghệ thông tin,middle
6594,1714561642000,Hà Nội,Python Developer,3,Công nghệ thông tin,junior
6595,1692364435000,Hà Nội,NodeJs,3,Công nghệ thông tin,intern
6596,1690646158000,Hồ Chí Minh,Frontend Developer,3,Công nghệ thông tin,senior
6597,1704399914000,Hà Nội,ReactJs,2,Công nghệ thông tin,intern
6598,1686947730000,Hồ Chí Minh,ReactJs,1,Công nghệ thông tin,senior
6599,1672545738000,Hồ Chí Minh,ReactJs,3,Công nghệ thông tin,middle
6600,1693089420000,Đà Nẵng,DevOps Engineer,3,Công nghệ thông tin,fresher
6601,1716882441000,Đà Nẵng,Java Developer,2,Công nghệ thông tin,middle
6602,1689710666000,Hà Nội,DevOps Engineer,1,Công nghệ thông tin,fresher
6603,1715755787000,Hồ Chí Minh,DevOps Engineer,1,Công nghệ thông tin,junior
6604,1713207037000,Hà Nội,Frontend Developer,2,Công nghệ thông tin,junior
6605,1699183272000,Hà Nội,Java Developer,1,Công nghệ thông tin,senior
6606,1696091168000,Hà Nội,Data Scientist,2,Công nghệ thông tin,intern
6607,1690784608000,Đà Nẵng,Java Developer,2,Công nghệ thông tin,senior
6608,1681080839000,Đà Nẵng,NodeJs,2,Công nghệ thông tin,junior
6609,1672770947000,Hà Nội,Data Scientist,2,Công nghệ thông tin,fresher
6610,1715534420000,Hồ Chí Minh,ReactJs,1,Công nghệ thông tin,senior
6611,1673579512000,Hồ Chí Minh,ReactJs,1,Công nghệ thông tin,fresher
6612,1698390854000,Hà Nội,Java Developer,3,Công nghệ thông tin,fresher
6613,1700289128000,Hồ Chí Minh,Backend Developer,3,Công nghệ thông tin,senior
6614,1677281425000,Hà Nội,ReactJs,3,Công nghệ thông tin,junior
6615,1688397518000,Hà Nội,DevOps Engineer,1,Công nghệ thông tin,middle
6616,1709675234000,Đà Nẵng,NodeJs,3,Công nghệ thông tin,senior
6617,1709769396000,Đà Nẵng,ReactJs,2,Công nghệ thông tin,intern
6618,1704635833000,Hồ Chí Minh,Backend Developer,3,Công nghệ thông tin,fresher
6619,1704278723000,Hồ Chí Minh,NodeJs,3,Công nghệ thông tin,junior
6620,1716739793000,Hà Nội,Frontend Developer,3,Công nghệ thông tin,fresher
6621,1673528526000,Hà Nội,ReactJs,3,Công nghệ thông tin,intern
6622,1715336934000,Hồ Chí Minh,DevOps Engineer,1,Công nghệ thông tin,intern
6623,1688637970000,Hồ Chí Minh,Python Developer,2,Công nghệ thông tin,middle
6624,1713457645000,Hà Nội,ReactJs,2,Công nghệ thông tin,middle
6625,1691756238000,Đà Nẵng,DevOps Engineer,1,Công nghệ thông tin,junior
6626,1705586958000,Hồ Chí Minh,Frontend Developer,2,Công nghệ thông tin,fresher
6627,1703346141000,Hồ Chí Minh,Data Scientist,2,Công nghệ thông tin,junior
6628,1689158368000,Hồ Chí Minh,Frontend Developer,3,Công nghệ thông tin,junior
6629,1682474312000,Hà Nội,Frontend Developer,2,Công nghệ thông tin,junior
6630,1700524304000,Hà Nội,Java Developer,1,Công nghệ thông tin,senior
6631,1673973942000,Hồ Chí Minh,DevOps Engineer,2,Công nghệ thông tin,intern
6632,1691164575000,Đà Nẵng,Java Developer,2,Công nghệ thông tin,intern
6633,1674159779000,Hà Nội,Backend Developer,3,Công nghệ thông tin,intern
6634,1681643439000,Hồ Chí Minh,ReactJs,3,Công nghệ thông tin,intern
6635,1715288342000,Hồ Chí Minh,DevOps Engineer,3,Công nghệ thông tin,senior
6636,1694080960000,Hồ Chí Minh,Frontend Developer,2,Công nghệ thông tin,fresher
6637,1673718811000,Hà Nội,Data Scientist,2,Công nghệ thông tin,intern
6638,1686532783000,Hà Nội,ReactJs,2,Công nghệ thông tin,middle
6639,1702880396000,Đà Nẵng,Java Developer,2,Công nghệ thông tin,intern
6640,1694872336000,Hồ Chí Minh,Backend Developer,2,Công nghệ thông tin,middle
6641,1687908534000,Hồ Chí Minh,Java Developer,3,Công nghệ thông tin,senior
6642,1692931428000,Hồ Chí Minh,ReactJs,2,Công nghệ thông tin,middle
6643,1676405268000,Hà Nội,Data Scientist,3,Công nghệ thông tin,middle
6644,1693056109000,Đà Nẵng,Backend Developer,3,Công nghệ thông tin,senior
6645,1698330391000,Hà Nội,Frontend Developer,2,Công nghệ thông tin,middle
6646,1689320730000,Hà Nội,DevOps Engineer,1,Công nghệ thông tin,intern
6647,1682532802000,Hồ Chí Minh,NodeJs,2,Công nghệ thông tin,intern
6648,1700755128000,Đà Nẵng,Java Developer,2,Công nghệ thông tin,middle
6649,1679326575000,Đà Nẵng,Backend Developer,1,Công nghệ thông tin,senior
6650,1682726442000,Hà Nội,ReactJs,1,Công nghệ thông tin,junior
6651,1687383442000,Đà Nẵng,Java Developer,1,Công nghệ thông tin,senior
6652,1696234634000,Hồ Chí Minh,Java Developer,1,Công nghệ thông tin,intern
6653,1688123442000,Hà Nội,Java Developer,1,Công nghệ thông tin,middle
6654,1687812917000,Hồ Chí Minh,Java Developer,2,Công nghệ thông tin,senior
6655,1691155892000,Hồ Chí Minh,Frontend Developer,1,Công nghệ thông tin,middle
6656,1713941184000,Đà Nẵng,DevOps Engineer,3,Công nghệ thông tin,junior
6657,1675908412000,Hà Nội,Backend Developer,3,Công nghệ thông tin,junior
6658,1700144946000,Đà Nẵng,Python Developer,2,Công nghệ thông tin,senior
6659,1714493177000,Hồ Chí Minh,DevOps Engineer,1,Công nghệ thông tin,fresher
6660,1676084943000,Đà Nẵng,ReactJs,1,Công nghệ thông tin,senior
6661,1672901534000,Đà Nẵng,Backend Developer,3,Công nghệ thông tin,middle
6662,1705771660000,Hồ Chí Minh,Data Scientist,1,Công nghệ thông tin,middle
6663,1694674473000,Đà Nẵng,NodeJs,2,Công nghệ thông tin,senior
6664,1709833991000,Đà Nẵng,Backend Developer,1,Công nghệ thông tin,senior
6665,1681978811000,Hồ Chí Minh,Backend Developer,1,Công nghệ thông tin,junior
6666,1713092022000,Đà Nẵng,NodeJs,1,Công nghệ thông tin,fresher
6667,1690544524000,Hồ Chí Minh,Data Scientist,1,Công nghệ thông tin,intern
6668,1677087362000,Hà Nội,NodeJs,2,Công nghệ thông tin,middle
6669,1700625143000,Hồ Chí Minh,ReactJs,2,Công nghệ thông tin,middle
6670,1703042422000,Hà Nội,NodeJs,3,Công nghệ thông tin,intern
6671,1680534570000,Hồ Chí Minh,ReactJs,2,Công nghệ thông tin,junior
6672,1702708935000,Đà Nẵng,DevOps Engineer,2,Công nghệ thông tin,junior
6673,1701477616000,Đà Nẵng,NodeJs,1,Công nghệ thông tin,senior
6674,1674941453000,Đà Nẵng,Java Developer,2,Công nghệ thông tin,senior
6675,1690585474000,Hà Nội,Java Developer,3,Công nghệ thông tin,fresher
6676,1702282837000,Đà Nẵng,DevOps Engineer,3,Công nghệ thông tin,intern
6677,1700241995000,Hà Nội,Frontend Developer,2,Công nghệ thông tin,fresher
6678,1696691298000,Đà Nẵng,Data Scientist,2,Công nghệ thông tin,junior
6679,1709188570000,Hồ Chí Minh,Frontend Developer,1,Công nghệ thông tin,intern
6680,1701522912000,Đà Nẵng,Frontend Developer,2,Công nghệ thông tin,junior
6681,1691162695000,Hà Nội,Backend Developer,3,Công nghệ thông tin,middle
6682,1707158968000,Hồ Chí Minh,DevOps Engineer,2,Công nghệ thông tin,intern
6683,1673920434000,Đà Nẵng,Java Developer,2,Công nghệ thông tin,senior
6684,1692677887000,Hà Nội,Backend Developer,1,Công nghệ thông tin,fresher
6685,1705560618000,Hà Nội,Python Developer,3,Công nghệ thông tin,fresher
6686,1680743475000,Hà Nội,Java Developer,2,Công nghệ thông tin,junior
6687,1708869920000,Hồ Chí Minh,Frontend Developer,3,Công nghệ thông tin,intern
6688,1695711036000,Hà Nội,Python Developer,3,Công nghệ thông tin,senior
6689,1703595979000,Đà Nẵng,Backend Developer,3,Công nghệ thông tin,fresher
6690,1686554865000,Hà Nội,Frontend Developer,3,Công nghệ thông tin,middle
6691,1709849362000,Đà Nẵng,DevOps Engineer,1,Công nghệ thông tin,senior
6692,1688903447000,Hồ Chí Minh,Data Scientist,1,Công nghệ thông tin,intern
6693,1687513238000,Hà Nội,DevOps Engineer,1,Công nghệ thông tin,senior
6694,1684586568000,Hồ Chí Minh,Frontend Developer,1,Công nghệ thông tin,junior
